name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"London,UK",2013-10-11T00:00:00,8,4.6,3,70.61,0,0,,0,0,50,23.1,342,1018.2,87.2,34.5,0,0,0,,Partially cloudy,partly-cloudy-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-10-11T01:00:00,8.2,4.8,3.2,70.66,0,0,,0,0,49.2,23.7,339,1017.5,81,32.4,0,0,0,,Partially cloudy,partly-cloudy-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-10-11T02:00:00,8.5,5.1,4,73.41,0,0,,0,0,47.9,24,342,1016.8,89.3,26,0,0,0,,Partially cloudy,partly-cloudy-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-10-11T03:00:00,7.8,4.4,5.7,86.43,0,0,,0,0,42.6,21.9,334,1015.9,89.1,17.4,0,0,0,,Partially cloudy,partly-cloudy-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-10-11T04:00:00,8.2,5.5,6.5,89.13,0,0,,0,0,46.4,17,344,1015.1,86.3,8.2,0,0,0,,Partially cloudy,partly-cloudy-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-10-11T05:00:00,9.1,6,7.2,87.89,0,0,,0,0,45.5,22.6,4,1015,71.2,20.3,0,0,0,,Partially cloudy,partly-cloudy-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-10-11T06:00:00,9.1,6.2,7.1,87.5,0,0,,0,0,40.7,20.8,23,1015.5,56.5,30.8,0,0,0,,Partially cloudy,partly-cloudy-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-10-11T07:00:00,9.3,6.1,7.3,87.64,0.02,100,rain,0,0,42.5,23.4,25,1016.6,36.9,30.4,3.5,0,0,,"Rain, Partially cloudy",rain,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-10-11T08:00:00,9.4,6.6,7.1,85.53,0,0,,0,0,40.7,20.8,38,1018.3,38.8,26.8,85.6,0.3,1,,Partially cloudy,partly-cloudy-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-10-11T09:00:00,9.7,7,7.1,83.66,0,0,,0,0,,20.4,35,1019.5,45.8,34.9,218.9,0.8,2,,Partially cloudy,partly-cloudy-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-10-11T10:00:00,11,11,7.2,77.47,0,0,,0,0,,21.1,33,1020.2,32.5,31.2,291,1,3,,Partially cloudy,partly-cloudy-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-10-11T11:00:00,11.9,11.9,7.1,72.88,0,0,,0,0,,19.2,42,1020.3,69,34.2,196.8,0.7,2,,Partially cloudy,partly-cloudy-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-10-11T12:00:00,12,12,7.1,71.53,0,0,,0,0,,20.5,28,1020.1,68.5,29.7,127,0.5,1,,Partially cloudy,partly-cloudy-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-10-11T13:00:00,11.1,11.1,8.7,85.14,0.005,100,rain,0,0,,14.2,7,1019.2,87,15.1,109.6,0.4,1,,"Rain, Partially cloudy",rain,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-10-11T14:00:00,11.1,11.1,9.8,91.78,0,0,,0,0,40.7,13.5,347,1018.1,85,6.8,79.8,0.3,1,,Partially cloudy,partly-cloudy-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-10-11T15:00:00,12,12,10.8,92.24,0,0,,0,0,51.8,24.4,18,1017.5,93.5,8.2,43.5,0.2,0,,Overcast,cloudy,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-10-11T16:00:00,12.2,12.2,10.6,89.66,0,0,,0,0,53,29.2,20,1017.1,93.5,12.3,24,0.1,0,,Overcast,cloudy,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-10-11T17:00:00,12.6,12.6,10.7,88.15,0,0,,0,0,51.5,31.2,24,1017.1,93.5,12.8,10.4,0,0,,Overcast,cloudy,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-10-11T18:00:00,12.8,12.8,10.8,87.26,0,0,,0,0,53.6,28.6,28,1017.2,91.6,13.7,1.2,0,0,,Overcast,cloudy,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
