name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"London,UK",2013-11-21T00:00:00,3.1,0.2,1.4,88,0.019,100,rain,0,0,,10.9,358,996.5,92.8,9.7,0,0,0,,"Rain, Overcast",rain,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-11-21T01:00:00,3.5,-0.4,1.6,87.4,0,0,,0,0,,17.5,6,996.7,90,38.2,0,0,0,,Partially cloudy,partly-cloudy-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-11-21T02:00:00,4,0.5,1.8,85.6,0,0,,0,0,,15.6,356,997.1,96.3,34.5,0,0,0,,Overcast,cloudy,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-11-21T03:00:00,4.1,0.5,1.6,83.81,0,0,,0,0,,16.5,337,997.3,90.9,34,0,0,0,,Overcast,cloudy,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-11-21T04:00:00,4.1,0.2,1.8,85.02,0,0,,0,0,,18.5,320,997.1,81,19,0,0,0,,Partially cloudy,partly-cloudy-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-11-21T05:00:00,4.6,1,3,89.38,0,0,,0,0,,17.5,327,997.2,92.8,14.4,0,0,0,,Overcast,cloudy,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-11-21T06:00:00,5.5,1.8,3.3,85.77,0.009,100,rain,0,0,,19.4,13,997.9,71.2,18.8,0,0,0,,"Rain, Partially cloudy",rain,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-11-21T07:00:00,5.6,1.5,2.6,81.06,0,0,,0,0,46.4,23.3,15,999.1,87.2,32.6,0.3,0,0,,Partially cloudy,partly-cloudy-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-11-21T08:00:00,5.6,0.9,2.3,79.35,0,0,,0,0,47.5,29.5,23,1000.3,88.1,30.1,21.7,0.1,0,,Partially cloudy,partly-cloudy-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-11-21T09:00:00,6.1,1.5,2.5,77.76,0,0,,0,0,54.6,30.2,29,1001.4,87.2,30.7,68.2,0.2,1,,Partially cloudy,partly-cloudy-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
